,value
16553,27834
16554,91129
16555,23138
16556,58970
16557,85722
16558,8128
16559,728
16560,2906
16561,30870
16562,66227
16563,32627
16564,48343
16565,96859
16566,77310
16567,48349
16568,72321
16569,88950
16570,14217
16571,41878
16572,25474
16573,87471
16574,40259
16575,23248
16576,21429
16577,83204
16578,74968
16579,60920
16580,56747
16581,32125
16582,55799
16583,49474
16584,77366
16585,65087
16586,77620
16587,30584
16588,66219
16589,78659
16590,25647
16591,11375
16592,92236
16593,60698
16594,45931
16595,10576
16596,54978
16597,5812
16598,79504
16599,17993
16600,82639
16601,40982
16602,64529
16603,12008
16604,25114
16605,80259
16606,90699
16607,85992
16608,71911
16609,71765
16610,48624
16611,47400
16612,86119
16613,44737
16614,84184
16615,17768
16616,5443
16617,86677
16618,70407
16619,8208
16620,77015
16621,97366
16622,11208
16623,71720
16624,63616
16625,17748
16626,91475
16627,57033
16628,21745
16629,64704
16630,79842
16631,50210
16632,71588
16633,42540
16634,38770
16635,35883
16636,73764
16637,18113
16638,6242
16639,12573
16640,85562
16641,66445
16642,50247
16643,71999
16644,48885
16645,88910
16646,22040
16647,95441
16648,34044
16649,16805
16650,88776
16651,22546
16652,72870
16653,21950
16654,78123
16655,50750
16656,70813
16657,67874
16658,11653
16659,30502
16660,39536
16661,31481
16662,56945
16663,74834
16664,58824
16665,30206
16666,92000
16667,73391
16668,91456
16669,3082
16670,909
16671,69735
16672,28798
16673,10064
16674,9294
16675,55275
16676,60519
16677,76023
16678,59619
16679,10681
16680,96535
16681,81913
16682,45925
16683,27714
16684,30713
16685,26340
16686,86513
16687,29978
16688,32321
16689,61773
16690,67125
16691,84003
16692,33974
16693,32502
16694,70423
16695,11893
16696,32854
16697,72661
16698,64518
16699,43930
16700,39970
16701,96383
16702,18629
16703,84253
16704,55805
16705,38583
16706,20042
16707,21912
16708,63030
16709,60420
16710,99195
16711,26097
16712,32017
16713,17423
16714,93294
16715,59576
16716,77752
16717,83855
16718,68547
16719,55288
16720,51144
16721,9343
16722,65419
16723,43261
16724,13732
16725,70984
16726,63734
16727,60394
16728,49739
16729,3280
16730,1303
16731,59535
16732,74153
16733,42338
16734,70462
16735,9283
16736,66562
16737,37717
16738,68827
16739,4908
16740,12561
16741,47485
16742,84888
16743,47649
16744,70533
16745,95920
16746,71055
16747,98648
16748,38087
16749,48064
16750,66618
16751,65345
16752,55119
16753,33638
16754,73123
16755,96138
16756,33495
16757,19648
16758,2137
16759,25951
16760,41814
16761,17064
16762,63330
16763,32173
16764,96373
16765,78890
16766,63639
16767,16274
16768,8681
16769,76967
16770,77419
16771,55969
16772,87090
16773,71142
16774,63744
16775,70005
16776,85693
16777,70093
16778,15278
16779,79499
16780,85356
16781,66116
16782,72586
16783,30732
16784,74917
16785,90003
16786,32941
16787,90673
16788,52825
16789,2108
16790,75500
16791,8734
16792,80205
16793,84284
16794,76441
16795,73308
16796,89443
16797,78689
16798,11147
16799,27902
16800,17207
16801,68586
16802,16952
16803,88182
16804,74167
16805,39689
16806,3198
16807,20396
16808,18793
16809,89854
16810,50667
16811,36133
16812,18252
16813,26584
16814,88518
16815,42247
16816,89991
16817,20821
16818,50552
16819,34770
16820,34174
16821,46058
16822,20216
16823,83539
16824,98708
16825,34608
16826,56838
16827,6716
16828,9520
16829,76700
16830,37229
16831,28910
16832,13782
16833,89249
16834,71216
16835,44978
16836,14008
16837,8654
16838,91394
16839,2186
16840,34630
16841,70847
16842,19520
16843,8668
16844,33332
16845,21644
16846,85435
16847,38469
16848,61971
16849,35499
16850,2486
16851,97722
16852,99431
16853,21933
16854,25878
16855,6417
16856,30410
16857,21315
16858,9465
16859,2952
16860,91842
16861,56607
16862,19853
16863,21968
16864,91647
16865,7593
16866,16550
16867,78107
16868,66760
16869,33936
16870,44622
16871,58165
16872,24636
16873,69149
16874,15684
16875,96109
16876,88191
16877,65491
16878,47270
16879,9694
16880,85639
16881,22010
16882,27947
16883,41806
16884,21301
16885,10032
16886,55484
16887,5840
16888,36590
16889,6221
16890,28656
16891,67132
16892,80585
16893,48558
16894,18963
16895,28334
16896,7442
16897,41862
16898,11284
16899,64823
16900,82262
16901,57072
16902,35276
16903,99658
16904,42395
16905,88958
16906,48469
16907,44937
16908,64495
16909,40017
16910,12536
16911,73248
16912,49333
16913,36216
16914,78694
16915,8605
16916,18877
16917,97276
16918,87565
16919,54373
16920,95744
16921,16551
16922,31382
16923,11892
16924,34986
16925,89326
16926,28016
16927,24135
16928,21627
16929,9856
16930,32823
16931,68616
16932,2086
16933,93885
16934,94575
16935,6152
16936,52448
16937,10109
16938,99673
16939,94152
16940,33183
16941,24968
16942,64946
16943,27215
16944,18504
16945,14715
16946,91152
16947,45193
16948,7480
16949,94140
16950,35995
16951,8273
16952,51409
16953,62371
16954,41137
16955,38664
16956,36293
16957,38801
16958,30335
16959,73924
16960,17512
16961,69228
16962,82130
16963,47547
16964,36208
16965,77407
16966,42758
16967,90612
16968,5193
16969,68634
16970,58462
16971,83124
16972,60801
16973,89269
16974,68129
16975,11703
16976,35315
16977,96289
16978,57520
16979,66122
16980,69917
16981,47787
16982,56304
16983,46300
16984,85988
16985,61771
16986,1703
16987,23117
16988,13259
16989,67791
16990,93488
16991,28909
16992,38629
16993,36931
16994,43048
16995,66334
16996,85160
16997,5914
16998,75753
16999,91019
17000,6521
17001,96311
17002,70208
17003,71151
17004,92682
17005,88012
17006,90950
17007,75916
17008,59520
17009,74334
17010,31527
17011,66840
17012,87353
17013,79273
17014,40241
17015,80642
17016,7968
17017,95963
17018,79822
17019,18779
17020,30844
17021,79087
17022,51042
17023,8886
17024,4095
17025,91155
17026,71810
17027,10230
17028,48983
17029,94516
17030,86767
17031,86443
17032,56518
17033,83241
17034,69063
17035,64513
17036,23879
17037,88201
17038,490
17039,58260
17040,23488
17041,13454
17042,66276
17043,45360
17044,84448
17045,93203
17046,46444
17047,49970
17048,30809
17049,98061
17050,38387
17051,57929
17052,30938
17053,83183
17054,8185
17055,28256
17056,17192
17057,79419
17058,46390
17059,84674
17060,24099
17061,18198
17062,59432
17063,77822
17064,596
17065,11702
17066,89989
17067,6191
17068,68615
17069,85071
17070,42537
17071,67017
17072,21722
17073,61519
17074,4365
17075,73984
17076,27743
17077,44031
17078,30073
17079,99266
17080,43974
17081,74174
17082,17421
17083,9578
17084,9182
17085,45513
17086,3231
17087,27914
17088,42275
17089,51424
17090,17932
17091,99874
17092,6985
17093,10539
17094,53356
17095,51202
17096,76808
17097,90594
17098,64374
17099,63687
17100,4441
17101,81542
17102,23981
17103,21964
17104,83136
17105,15257
17106,90650
17107,86794
17108,95046
17109,21517
17110,72013
17111,57405
17112,55008
17113,58037
17114,31757
17115,12258
17116,31354
17117,11809
17118,54016
17119,81318
17120,43024
17121,60173
17122,60963
17123,39553
17124,81353
17125,77776
17126,90076
17127,89579
17128,22533
17129,88198
17130,82577
17131,66015
17132,48307
17133,87112
17134,3673
17135,51638
17136,74920
17137,46740
17138,33772
17139,11343
17140,12901
17141,78772
17142,74912
17143,84219
17144,65255
17145,93508
17146,24244
17147,26786
17148,528
17149,86644
17150,18596
17151,25804
17152,18288
17153,84221
17154,40221
17155,56149
17156,10871
17157,37974
17158,8632
17159,89044
17160,45517
17161,21692
17162,44810
17163,61019
17164,97061
17165,46484
17166,99657
17167,58351
17168,73776
17169,23996
17170,83285
17171,68957
17172,94077
17173,42736
17174,75433
17175,15159
17176,14652
17177,28800
17178,66327
17179,23560
17180,9631
17181,36060
17182,99915
17183,42810
17184,92505
17185,46997
17186,22758
17187,50633
17188,12737
17189,11815
17190,64379
17191,73284
17192,21046
17193,8763
17194,14761
17195,61978
17196,4088
17197,69254
17198,53737
17199,33470
17200,41068
17201,76375
17202,93923
17203,31291
17204,36062
17205,6302
17206,76470
17207,6350
17208,6921
17209,75570
17210,44409
17211,11704
17212,95751
17213,42969
17214,67070
17215,33011
17216,6111
17217,7194
17218,97467
17219,93277
17220,56869
17221,97531
17222,21679
17223,35791
17224,98799
17225,25306
17226,97713
17227,8276
17228,65645
17229,50073
17230,49415
17231,81192
17232,6830
17233,83421
17234,28292
17235,52061
17236,41226
17237,19225
17238,91610
17239,54766
17240,4804
17241,76880
17242,30025
17243,66188
17244,42216
17245,79305
17246,17521
17247,9705
17248,21583
17249,74793
17250,31868
17251,92256
17252,73623
17253,33667
17254,18270
17255,62827
17256,41670
17257,95384
17258,8740
17259,76301
17260,39231
17261,75094
17262,32869
17263,37288
17264,74759
17265,33562
17266,36042
17267,33977
17268,67958
17269,47732
17270,80786
17271,56424
17272,74910
17273,79584
17274,47033
17275,87933
17276,81327
17277,77944
17278,43826
17279,53228
17280,54766
17281,93696
17282,91516
17283,92860
17284,76206
17285,65719
17286,91644
17287,64448
17288,19586
17289,41706
17290,87133
17291,3116
17292,92815
17293,41688
17294,61432
17295,92083
17296,46632
17297,96503
17298,70331
17299,44272
17300,72340
17301,74423
17302,47936
17303,90888
17304,29492
17305,261
17306,61242
17307,38298
17308,67786
17309,55295
17310,24191
17311,20827
17312,95668
17313,74645
17314,32858
17315,14310
17316,250
17317,40070
17318,20306
17319,15116
17320,54736
17321,34001
17322,85353
17323,76388
17324,71835
17325,52290
17326,22911
17327,74498
17328,89044
17329,62068
17330,16889
17331,80369
17332,49733
17333,33260
17334,27467
17335,14817
17336,39550
17337,64622
17338,4672
17339,18571
17340,88304
17341,97335
17342,60889
17343,20406
17344,88851
17345,4404
17346,40568
17347,40204
17348,91730
17349,59076
17350,62129
17351,88212
17352,90743
17353,86266
17354,68378
17355,63196
17356,7831
17357,40396
17358,54116
17359,62574
17360,39398
17361,79907
17362,52296
17363,89544
17364,49313
17365,7626
17366,19470
17367,14599
17368,30780
17369,55392
17370,73742
17371,47928
17372,96727
17373,27276
17374,43130
17375,35633
17376,54082
17377,78563
17378,79736
17379,23390
17380,83917
17381,78578
17382,20016
17383,85200
17384,98951
17385,90750
17386,69800
17387,19105
17388,21738
17389,83211
17390,32940
17391,51850
17392,8715
17393,86256
17394,51073
17395,68563
17396,91883
17397,73174
17398,51307
17399,49430
17400,38099
17401,91456
17402,55629
17403,27119
17404,80357
17405,75960
17406,21982
17407,68655
17408,37227
17409,16804
17410,10597
17411,52708
17412,90128
17413,58236
17414,51985
17415,16764
17416,2728
17417,34813
17418,81626
17419,16982
17420,2452
17421,74322
17422,70515
17423,21738
17424,20622
17425,55054
17426,30176
17427,66573
17428,62166
17429,55858
17430,10857
17431,42273
17432,69927
17433,75780
17434,93208
17435,42643
17436,89739
17437,59179
17438,60587
17439,859
17440,31577
17441,13722
17442,41768
17443,38236
17444,3110
17445,21348
17446,62239
17447,78387
17448,521
17449,52443
17450,93004
17451,28482
17452,96333
17453,52025
17454,34166
17455,36564
17456,42799
17457,78231
17458,82987
17459,85242
17460,33106
17461,45329
17462,42236
17463,53728
17464,72904
17465,5056
17466,25
17467,14407
17468,40129
17469,45912
17470,35725
17471,29666
17472,27534
17473,93790
17474,53957
17475,25569
17476,26767
17477,60232
17478,64600
17479,94176
17480,50315
17481,91201
17482,93284
17483,48345
17484,80098
17485,26472
17486,8982
17487,86959
17488,45932
17489,94790
17490,88218
17491,45333
17492,22758
17493,66513
17494,3123
17495,75569
17496,66632
17497,85379
17498,55956
17499,89343
17500,87838
17501,24378
17502,79163
17503,98028
17504,1632
17505,38609
17506,49531
17507,25153
17508,74679
17509,94051
17510,65813
17511,71417
17512,90176
17513,39594
17514,69304
17515,55233
17516,70118
17517,58609
17518,31360
17519,17737
17520,50430
17521,9452
17522,85884
17523,76804
17524,94854
17525,98197
17526,2627
17527,38415
17528,78971
17529,47016
17530,67214
17531,36969
17532,2974
17533,18739
17534,30508
17535,40976
17536,66917
17537,21246
17538,34474
17539,16107
17540,41917
17541,16359
17542,13576
17543,90607
17544,22903
17545,86094
17546,79090
17547,78489
17548,66330
17549,68056
17550,81476
17551,19184
17552,68442
17553,96808
17554,11103
17555,55700
17556,27155
17557,91294
17558,90517
17559,65233
17560,29432
17561,72911
17562,38252
17563,61694
17564,47600
17565,67737
17566,68934
17567,611
17568,71563
17569,76829
17570,26151
17571,60830
17572,86808
17573,94138
17574,72693
17575,17770
17576,52498
17577,7698
17578,88385
17579,92246
17580,59974
17581,37287
17582,47092
17583,57101
17584,6609
17585,87687
17586,11715
17587,69303
17588,89349
17589,68698
17590,92500
17591,29960
17592,2563
17593,41157
17594,13277
17595,22280
17596,54992
17597,75629
17598,13771
17599,47313
17600,73692
17601,62434
17602,22244
17603,22839
17604,18528
17605,79343
17606,87849
17607,2026
17608,84519
17609,37752
17610,29805
17611,23135
17612,59680
17613,50537
17614,22711
17615,40739
17616,43243
17617,26879
17618,75274
17619,75509
17620,64327
17621,56897
17622,3282
17623,4397
17624,79132
17625,99243
17626,29026
17627,6519
17628,33519
17629,1418
17630,66149
17631,54124
17632,3665
17633,18310
17634,90470
17635,61157
17636,84632
17637,89873
17638,36587
17639,11893
17640,10390
17641,65921
17642,13094
17643,47248
17644,34863
17645,94572
17646,45140
17647,29899
17648,51371
17649,23810
17650,19077
17651,31073
17652,8516
17653,7407
17654,45011
17655,85654
17656,95956
17657,43626
17658,8389
17659,14914
17660,4813
17661,33366
17662,1694
17663,61980
17664,15322
17665,78784
17666,18744
17667,56766
17668,26580
17669,83395
17670,26288
17671,21034
17672,99741
17673,42149
17674,72667
17675,15028
17676,7903
17677,50477
17678,40565
17679,74109
17680,38685
17681,42841
17682,78524
17683,81395
17684,96873
17685,60599
17686,54136
17687,72904
17688,69459
17689,88913
17690,58182
17691,5795
17692,42555
17693,79063
17694,85662
17695,76147
17696,26822
17697,98758
17698,19922
17699,90898
17700,37088
17701,9170
17702,11470
17703,77435
17704,37487
17705,10386
17706,54800
17707,12900
17708,35155
17709,34740
17710,27623
17711,1645
17712,99424
17713,8713
17714,97308
17715,47134
17716,86371
17717,31907
17718,22679
17719,18530
17720,34929
17721,81958
17722,34311
17723,64053
17724,40867
17725,31669
17726,20996
17727,38097
17728,14480
17729,39695
17730,1895
17731,55001
17732,73488
17733,79674
17734,56755
17735,38122
17736,27073
17737,66704
17738,76877
17739,35705
17740,40289
17741,7092
17742,44136
17743,25379
17744,87180
17745,44767
17746,64349
17747,24321
17748,7092
17749,73472
17750,36495
17751,4913
17752,3521
17753,53613
17754,57630
17755,75763
17756,79332
17757,96301
17758,45068
17759,90175
17760,14161
17761,12292
17762,61240
17763,19687
17764,96373
17765,97253
17766,79830
17767,15316
17768,63996
17769,61491
17770,97624
17771,34316
17772,99324
17773,18680
17774,59519
17775,19096
17776,13616
17777,84373
17778,16850
17779,48638
17780,90735
17781,12512
17782,67849
17783,35031
17784,33861
17785,14722
17786,9814
17787,96298
17788,24412
17789,20418
17790,81356
17791,92361
17792,83324
17793,70578
17794,41272
17795,69475
17796,22777
17797,40170
17798,66341
17799,54865
17800,60538
17801,90525
17802,84824
17803,80991
17804,2222
17805,32212
17806,43494
17807,81817
17808,63611
17809,853
17810,62506
17811,6691
17812,73143
17813,44128
17814,8116
17815,67002
17816,1435
17817,26090
17818,31783
17819,88643
17820,18064
17821,13844
17822,88570
17823,37815
17824,21228
17825,64564
17826,44012
17827,37721
17828,76689
17829,23771
17830,43811
17831,78531
17832,49144
17833,6486
17834,61518
17835,5295
17836,84819
17837,5895
17838,15596
17839,83398
17840,90285
17841,97810
17842,40665
17843,73637
17844,69354
17845,6300
17846,71811
17847,86723
17848,61204
17849,88659
17850,40933
17851,80175
17852,45438
17853,25827
17854,71217
17855,54759
17856,2441
17857,20856
17858,865
17859,33418
17860,33506
17861,91289
17862,31248
17863,50766
17864,84601
17865,68506
17866,72835
17867,60196
17868,82098
17869,32530
17870,34991
17871,71190
17872,21012
17873,92645
17874,22314
17875,75364
17876,56005
17877,10337
17878,51460
17879,46511
17880,2870
17881,13767
17882,85715
17883,6826
17884,59959
17885,64542
17886,70156
17887,32721
17888,54826
17889,6396
17890,44249
17891,83325
17892,42474
17893,91268
17894,96331
17895,44408
17896,75601
17897,14824
17898,99382
17899,92448
17900,28905
17901,21033
17902,62790
17903,54530
17904,92536
17905,66746
17906,77233
17907,36220
17908,50889
17909,78604
17910,63339
17911,7918
17912,24233
17913,63532
17914,33828
17915,78625
17916,54200
17917,62968
17918,21704
17919,65879
17920,40238
17921,30632
17922,37642
17923,23707
17924,40707
17925,56734
17926,78394
17927,92243
17928,17587
17929,66180
17930,97876
17931,29824
17932,79440
17933,78932
17934,29837
17935,19845
17936,34790
17937,97513
17938,13243
17939,73954
17940,23890
17941,79336
17942,14819
17943,12630
17944,61654
17945,65030
17946,99211
17947,1374
17948,61188
17949,43828
17950,13328
17951,2913
17952,60905
17953,32451
17954,66841
17955,39575
17956,5803
17957,3869
17958,36639
17959,92673
17960,34331
17961,87849
17962,12859
17963,33819
17964,17586
17965,69804
17966,35397
17967,3051
17968,58002
17969,79475
17970,59264
17971,17903
17972,5316
17973,23011
17974,32232
17975,53662
17976,85283
17977,38111
17978,69307
17979,70200
17980,17205
17981,70782
17982,46490
17983,28814
17984,78089
17985,2908
17986,33745
17987,57066
17988,23833
17989,85636
17990,21439
17991,10103
17992,48295
17993,20496
17994,9541
17995,54608
17996,44109
17997,88807
17998,74032
17999,35049
18000,49372
18001,33072
18002,39149
